2907	1224	1480	2325	4044	2466	2933	4975	8795	3387	5631	4342	3743	6596	718	5397	6414	7852	1848	5068
5051	2617	2344	3381	2605	5592	1920	9376	3705	2488	3982	8283	7867	6760	1353	7280	2558	9222	1986	3492
8532	164	846	4126	7391	9678	2828	3945	3020	6129	4188	3433	2212	6752	6217	3631	6536	537	7014	4664
3602	865	7126	4772	3914	6863	3735	7003	8067	9168	1466	31	8299	7131	2092	6234	9543	3761	5145	9217
8730	9082	7286	2778	5241	5269	460	983	6245	3637	1212	3889	9623	6548	5063	2108	1001	88	8158	6204
4366	7189	3629	4119	7533	6447	8616	3041	6538	1107	9060	1821	8798	8118	3077	4052	5115	523	1301	482
2562	6295	7309	3505	4783	1172	5309	6252	1882	9486	1532	8714	2450	2822	790	4316	2320	1826	3460	5249
4999	1936	5792	8457	1882	2045	3473	1321	4529	471	3986	1903	2772	2206	2209	319	5968	5373	5886	802
405	8545	5770	5193	8247	2342	6233	2659	7435	6014	8816	6133	9202	3619	3234	4080	591	3230	8516	1418
1412	291	3314	7183	7273	7535	2309	774	8639	1883	9454	1200	6317	5674	8096	1106	2445	8344	8925	61
7164	3441	1104	4	2905	9582	3213	2884	966	5715	2405	3961	4007	8460	5534	5163	7176	9403	2553	5588
9777	2415	1299	9031	3779	6155	2312	6705	3713	7798	3066	407	1731	7782	2424	8338	3688	2048	7825	207
8170	702	1434	2435	3082	515	5391	3809	6799	1699	1835	4064	6927	531	3021	1449	7941	3897	8517	440
8102	3644	4008	6649	6070	335	9079	6750	7510	6526	68	8045	7780	1761	3657	2835	8534	9755	4135	7130
354	6381	5583	1888	9228	9398	6487	160	5388	6320	6758	498	5149	8712	1052	8840	4893	569	4530	7966
3138	9234	530	1195	9800	8492	4769	295	6371	22	6929	2723	9557	1859	174	6612	9720	7528	3535	6670
2994	7602	2670	6676	7931	5723	9942	9013	7682	7632	7014	7278	1912	1282	7763	1714	7083	1088	5047	8446
8582	5671	7360	3722	7441	20	57	6144	8680	7420	710	1242	1933	6627	6336	5751	2291	6236	6999	3470
4271	5415	5274	1024	6475	3730	2824	1431	5432	7007	8054	2989	4061	884	9005	4527	406	5508	7295	414
6430	4703	3065	5631	1209	578	3067	602	5863	5509	8869	1663	568	9971	1430	1382	3930	4353	646	6998
754	7378	8793	7386	6155	9462	8271	9752	8728	8939	4865	2180	5925	2041	2207	8953	39	6349	7478	8755
2444	8857	1989	2793	7808	3457	4210	5909	533	121	8811	6012	7600	8599	8377	8188	1255	1293	7962	8724
2979	1279	3992	6558	7740	23	5380	8315	3562	7637	7370	6699	2883	3039	270	9251	2234	1654	5380	3811
3819	5653	6802	6137	1959	1992	1793	8020	2480	5799	3796	8163	6731	6678	33	5581	6990	4527	2795	1770
9926	6589	9643	5503	9910	1674	412	6093	6804	9170	4285	5020	2266	9550	1677	8490	6353	8750	6219	8306
3171	1478	6216	7866	5482	949	6807	851	7032	1858	4015	2346	7648	6272	1698	6098	3858	9224	325	3252
3449	9621	4578	6834	5850	1800	5900	5726	393	6128	9736	5083	2189	9576	2451	1845	1721	2227	9404	811
7606	605	793	4781	2285	6492	4689	7371	5530	5307	9375	658	167	7775	223	8919	921	9087	6967	5616
3691	9619	28	2452	1998	559	2839	5830	216	3771	7120	6586	3614	5503	9731	7264	9105	4360	8906	4829
5331	608	821	8187	7648	1853	2480	8506	9856	8354	6106	9431	7903	2446	8166	1344	71	3000	5106	7877
3032	2857	2443	560	2787	7985	296	2823	5170	9060	5455	4911	3271	8901	4730	4024	1415	9698	3644	2577
2059	4018	6137	7416	8403	6106	5497	9551	3347	8620	154	8308	5459	1952	8312	8287	1432	8693	8849	298
9661	623	4144	3442	6353	4446	6270	66	2045	4841	8826	3577	3834	6271	5789	5219	9469	820	8649	326
6860	4918	2365	8026	6223	4420	8779	6885	4708	5552	7179	1743	494	6381	2309	1153	6245	2895	9222	4292
3426	5527	25	736	7104	95	3525	7666	8591	7037	9576	9712	2051	392	8143	3955	8305	2770	3627	5536
751	2576	307	5505	1374	9536	5249	5756	7936	667	1953	9038	3982	4429	3489	8985	5415	8202	6216	9646
8848	5429	6621	7757	5153	7096	9732	5079	6475	2187	7855	7617	5103	8306	2752	3108	7916	4870	328	408
6191	9351	3302	3153	9084	2538	3885	4237	6744	8293	1289	1070	8332	7727	2303	3655	7052	3180	410	245
7765	8184	7420	9651	1785	3502	5742	1868	9169	8238	6547	1014	6995	2992	6771	2077	50	1729	2777	2030
8288	5	7861	5310	6320	958	7275	6187	4731	9607	5136	6703	5435	8609	3302	8524	5927	7255	2296	4124
9016	4236	8812	2973	5635	839	7857	7516	8156	7224	6771	2407	1446	2544	5242	3641	4431	5697	7390	6461
2060	901	2987	7314	8639	2223	4337	9384	7228	5534	1797	2554	4380	1619	971	4135	9172	4935	1450	8145
6139	9065	5093	8968	7173	35	532	1338	1191	4550	3825	4797	273	3808	1720	4856	4670	1641	7471	3075
2474	4894	7788	6401	9849	7996	425	691	2587	7929	1820	8179	5218	124	1865	7491	7989	516	7178	6394
9280	4740	9004	1515	7385	8393	8277	1363	5563	6879	8311	5355	5139	7667	3269	7181	9556	2253	831	1046
5672	3785	6952	7260	9113	6503	7345	5247	6963	4156	1505	6292	9343	6096	8570	6506	664	9218	6473	7554
5660	4912	5625	5130	3711	9538	4072	3134	1124	6054	6768	4450	6699	300	8694	5092	4388	2114	1216	7797
3521	658	7506	4731	5217	607	49	1017	4069	3166	6891	5019	1348	8173	6227	6718	4187	4595	3680	4662
3239	503	3839	6733	566	9973	3903	5550	8830	2750	26	2794	4864	6493	3288	7612	4406	8619	2948	5887
624	2327	3115	9374	8810	1363	9458	3283	8504	6177	7063	5708	4181	6593	8177	361	6820	6684	1273	9569
9986	6138	6292	4146	3347	2682	2799	575	9905	1159	8821	7392	625	7092	3579	8387	390	9552	694	2615
2059	5191	6080	6034	7311	2339	4241	1389	3637	9692	3147	5855	486	923	4033	7661	6835	4338	4859	9652
1051	4301	2319	4914	8782	6051	100	6503	1685	2661	3041	7605	2879	3532	3712	5220	6697	4917	1170	2050
9370	8509	6825	4521	4035	6549	4789	1931	4393	6803	8825	2664	5753	7937	9236	2300	6756	6175	550	5562
7715	9671	1436	9746	2899	2864	1303	5607	4664	2623	6573	2469	2930	7498	6595	6896	4992	8709	1476	3464
2722	3479	8329	9730	8686	5119	7493	3415	7551	2591	4135	2449	2321	6501	4475	9493	8679	1860	8882	2720
1160	4872	1649	8881	341	3589	6773	1552	959	9950	1072	2386	1524	7394	7041	9742	3405	8654	566	217
2990	4920	6341	2204	6750	1038	78	1817	1274	7300	677	9753	4184	2438	4451	9215	268	6042	3214	4214
6024	3124	4289	6472	3742	2049	5720	5735	4952	9135	7774	1382	4626	1685	8738	4774	1467	9895	9845	320
9520	625	9876	8735	7197	1580	5878	3024	1208	5827	1690	6893	4798	2464	2603	8719	8471	5283	8406	5254
4932	8494	6761	917	6504	208	3996	7870	1493	2420	9475	9332	7861	9722	5492	8254	3524	9540	9689	7573
301	8724	7908	8330	680	9858	5415	5676	3829	1822	6589	2307	6575	5769	4220	9424	3197	1517	2722	5286
5570	9619	4083	5900	448	9464	9592	6918	7104	851	4714	9820	6361	6423	1399	3762	6523	2718	3369	3072
6736	9168	3005	2074	5963	7039	3577	1291	102	4153	7499	5499	2124	1620	2407	4846	975	6988	4171	7971
5502	8171	1642	5939	9427	213	8530	2067	5174	1574	7911	2817	406	1571	4931	6631	5558	146	7436	9108
4359	5552	9020	7003	7825	8146	2969	7804	8681	3673	3429	2836	4098	1725	6630	4323	4654	5435	4439	2632
953	2210	7116	5262	1434	8823	8190	9813	6309	816	4360	2616	9955	8755	9095	4802	3541	958	7365	5897
7279	4330	144	1207	6709	3573	2070	8989	8410	4377	3822	5420	8240	3594	5690	4481	5368	5564	9160	1582
8545	521	6760	528	9212	3447	9050	2156	8814	369	1429	8684	6948	3647	3804	5042	2085	8096	7109	5898
7820	6220	2907	5012	3029	8493	4209	9888	8631	3876	7876	8791	9683	7078	6132	8268	4855	250	1994	4221
7626	6370	6933	5359	5536	7843	2602	6555	2126	2331	8684	3974	5259	8675	7994	4202	3553	3161	6637	2119
5729	1050	2549	1589	7395	1412	9787	7881	7338	152	9478	6613	5717	3899	1423	1188	2076	7844	4469	8712
6236	4657	7135	2976	5920	4528	6844	5449	881	8523	2043	6421	3384	5775	4661	293	8215	1758	6558	4535
1160	9034	299	897	5473	6987	7433	6682	8474	7522	8614	5293	9511	9299	1747	1158	6883	4434	6883	6132
3725	5176	2211	637	9650	3586	6442	8505	9244	5578	1915	8521	111	4667	7382	8560	6540	6032	3217	1248
794	5531	8637	2118	3646	7953	5742	8763	5035	8826	3594	7695	8018	363	3170	2921	1879	1047	8702	162
2272	5390	5688	2215	7657	3861	555	787	8579	734	9201	9811	2566	3142	9036	5343	4528	8775	2669	3999
2154	2192	6818	332	1735	6037	8873	6282	1280	9486	3697	7019	7350	2310	8274	1528	9059	5719	952	2174
9352	8053	6227	3733	6408	8439	6216	9155	2686	9388	7615	9712	9645	7090	8966	4839	12	6947	8339	2347
4342	1324	9415	293	5427	1222	7286	857	8037	3012	9745	8667	4242	9730	4821	4062	5036	1535	3915	8122
4952	9446	2776	7200	3294	5315	6950	5177	6431	6849	957	3179	7497	5708	867	472	3978	462	8992	1754
2443	6578	9671	4599	4924	5622	2193	9715	6037	7260	6758	9912	1539	3397	8938	573	8415	6611	2258	6248
1612	4270	769	4699	3766	9973	1006	2820	1502	3109	7833	1914	5425	6275	8609	1684	1027	325	1848	5381
9209	7743	2636	8383	6207	1091	2420	5119	332	8038	7296	2813	9574	1062	7072	3480	1019	2384	4999	9846
9735	9430	732	7893	6466	9027	9850	3960	6122	391	7358	993	6699	7118	951	842	6763	5413	4703	1379
566	5414	349	4396	5407	2592	4749	7242	3065	1569	4877	2058	5069	4281	8719	3373	201	5386	1571	855
2736	3458	9210	6494	3379	7338	6751	3958	9067	4803	1847	8235	1344	6299	6141	2882	5807	7655	8238	6577
6314	7646	2257	2367	5721	6495	3267	4780	7498	892	5544	1277	4613	7238	133	5047	9941	283	7574	9402
4968	661	7608	9474	3809	5103	6996	59	1286	7456	7495	7270	2716	8815	2857	2995	1052	4587	1834	6450
4999	8865	5660	8779	4715	3933	854	5679	2222	3999	5437	6382	4501	3891	5064	4756	9855	8572	4987	8326
8091	3434	4366	8362	3550	5753	2226	7082	8298	964	2081	5505	5654	9656	6563	2400	7266	880	4726	1305
6138	8820	5999	4028	5927	5117	4216	8270	5281	7711	856	125	8188	1377	1502	6443	2252	567	4683	5793
2124	6938	4326	1044	3764	5027	1601	2334	6289	3620	8883	3587	2982	5033	4998	6533	1266	6765	8377	761
9708	853	7758	7531	6377	7267	3983	6570	685	4165	1905	3873	1783	3008	52	5475	1432	3059	2111	4515
5116	6972	2051	2302	5703	9490	3073	6125	5177	5620	5616	1526	4572	8115	9130	6269	1455	7332	8367	7277
4767	2200	6801	4657	6126	3040	5326	9995	4783	6695	7676	2083	9830	496	7931	752	5841	4304	4021	1925
2657	82	7849	7182	1838	6757	6090	5488	7513	5237	2313	1557	4144	4586	4654	3292	9763	4496	3146	3318
5313	4695	7314	1530	6548	6499	9469	5429	5425	1012	6113	486	3475	4163	4681	4128	232	40	5140	9687
6467	1309	6975	2260	9693	3823	3599	3086	6665	6933	9597	3935	6620	8438	905	4606	4823	482	2747	6279
1100	9072	1719	906	2068	2451	2748	1962	4524	307	6504	1296	5295	7784	6399	3867	4460	1283	4101	331
2417	5463	4578	3137	9088	8787	6661	3716	728	4683	6031	3916	5803	3586	6192	6589	9958	4940	8046	1651
1784	7604	391	8877	3162	6358	5533	4868	6213	5456	1842	2463	7914	5072	1419	6717	4985	9026	2099	6271
3246	31	5713	9707	3477	5853	3267	3436	1840	3097	556	4567	8666	4701	5118	4827	7669	278	3775	6650
1339	1394	3937	8955	9908	3975	9459	4464	299	6977	1742	3277	7694	2995	9145	8460	9814	5446	9736	1426
1265	5918	6820	2898	8749	1199	5956	235	4527	1037	9873	4818	379	1575	1762	2263	9749	3636	8860	9399
7910	2590	3196	5227	5740	7986	672	162	418	6003	2656	239	2621	6855	6663	5606	7974	1809	446	3939
3508	8811	1988	4960	4792	80	8701	9975	372	1131	1297	8491	6864	2926	4273	6883	3865	5463	7104	8776
2224	1209	1329	3352	298	2799	1831	1443	5635	474	4888	5712	5893	3036	1065	7403	6352	3713	447	3957
6735	8341	4973	5234	5507	3991	2822	3112	7635	8463	6848	5797	5905	2021	8342	9733	8456	6496	7374	7308
939	2338	866	6218	9225	2789	7249	3552	4259	3565	5332	5712	9163	7142	5227	1421	7896	6208	248	8924
4531	7441	1773	8249	3056	5746	8730	1913	15	3993	2544	6858	2231	2549	1661	562	7274	2713	5344	1005
72	5210	2563	8103	6304	4447	3245	5069	1755	2110	660	5964	6061	8626	8586	3826	6874	2879	712	4870
4155	4417	916	6021	1490	8765	8370	3276	1791	5745	5314	6411	2142	931	9575	8172	8713	4276	6774	3009
22	1710	5217	4895	6734	4929	7049	4281	2898	6783	3816	9987	8155	3795	1871	5935	8247	930	5519	7135
171	1182	8992	2985	9383	4949	8230	5736	1649	3108	3686	7644	8300	6283	1105	6879	3055	2462	236	2867
8891	910	82	933	9051	2869	4471	6581	5267	3085	5214	6198	4699	8417	5170	2260	19	3266	870	4567
7661	2619	7134	5431	4967	8817	1600	8972	1050	884	4983	8434	5150	3462	6588	8808	8995	5371	3530	8115
6904	2774	8737	1771	7982	7884	3921	2193	5775	7223	9666	283	1775	8000	642	1978	3623	4558	5537	6329
2518	5803	2004	2796	5219	8664	4673	1622	6780	4312	3356	7626	414	7806	5034	9559	4135	1676	5585	4251
9039	2894	7028	9302	406	5959	113	8773	2205	8684	4992	2380	2173	847	7147	4254	6092	8370	6672	8653
9696	6946	1254	6003	9713	4991	2296	2259	9739	8582	1466	4334	6412	2379	3083	9224	4684	2220	2077	7939
5990	5348	1666	1042	6462	9074	5720	5848	8329	7724	111	6480	2704	7566	6219	2043	6813	8945	2651	4763
9444	3720	6106	7365	8295	5472	5796	9119	9395	917	6744	6631	1679	246	3853	2743	5624	6890	1466	9007
515	7712	1826	4944	1988	538	5869	1229	300	9188	6486	2494	8883	5713	3336	6540	8109	7146	452	2906
822	6123	8294	8469	6781	1961	1678	1067	1699	9604	5248	3048	8478	7254	7884	1946	5628	1307	7510	8101
7661	3895	3871	4104	6209	7443	8910	7593	4457	4697	4994	7598	3637	9896	8379	2255	9480	6478	6755	9968
9558	8023	3026	163	29	6420	7038	8885	7792	753	5440	8780	7293	6733	8409	7489	5309	9968	11	778
7766	5388	5316	8145	7303	5125	1209	1212	5429	6686	747	637	2246	1431	284	9099	2665	9775	3755	9163
5352	9655	6754	274	9119	6852	9700	3475	703	9945	4173	5325	8508	5817	2549	8574	1347	4593	8396	6860
5927	4430	6088	6437	6884	6816	4137	4438	7381	606	2999	2703	8432	9262	2083	5726	5559	898	4308	5660
3136	6687	269	8443	6309	7951	5739	7935	630	6993	110	805	1389	5543	7622	6877	1825	9479	8062	8764
8767	2421	9197	3855	88	5688	8518	4660	6129	8515	5951	5408	4732	821	6034	7851	5942	4065	3850	3576
7152	2101	6457	543	9612	8716	2039	7257	8323	866	7589	5190	1556	9359	8723	5748	7340	6901	4397	6332
5733	6053	9319	2915	4582	9973	2917	7397	7086	6074	3393	5590	1066	3443	9713	9821	816	7944	3099	7189
6802	4347	7187	1119	2280	1499	9742	719	8525	367	1107	2210	1930	7000	4298	4753	1253	5990	7015	5683
661	4159	543	2194	9817	5810	7158	8616	4345	7081	6525	2252	5478	476	3772	2583	5652	4351	5296	7568
1499	6237	6735	7334	8454	5123	6940	3234	186	4323	7391	7463	293	1545	2085	105	1739	8205	7453	2956
4354	2554	8763	1059	3078	2694	6439	8712	3910	7748	3918	5868	4395	3169	9383	4689	8984	7488	2767	626
1670	5852	2642	5896	2067	1361	8241	2231	3049	6575	2574	3100	2248	9184	4430	627	3638	4969	2196	1191
9995	5556	4273	6476	1178	238	6845	1164	7133	3446	2254	4798	7896	1351	8340	4498	5	9463	5075	5439
7994	401	7758	2323	5891	8274	8641	895	2704	2688	1117	6860	2995	9876	6404	767	9886	4386	1523	6037
9910	5837	5991	4680	2825	8403	8128	9250	8538	2895	761	4755	1949	5980	9582	4751	971	2480	5612	6505
9632	5326	6213	2366	4836	8006	1049	222	8665	1925	1723	7537	3289	7609	4929	9438	275	761	5157	7360
8802	8868	2796	5593	4853	9310	6088	3358	34	4402	7692	8150	1427	7203	8626	8376	7121	9948	8662	4453
1615	6562	3510	3701	7389	64	3705	4346	394	1603	8173	6250	9675	8360	6738	7756	935	9921	1227	9175
337	2471	595	7115	1900	3836	1151	8526	8400	7075	4634	8752	631	488	341	2458	1403	6609	9905	3064
4688	452	7923	3833	1791	5487	1226	8591	2184	7627	5094	1800	1615	9165	2512	768	6515	2269	4147	2737
9939	609	1313	5081	7776	125	911	3899	3701	7490	7809	164	7667	4193	7434	4187	1108	3341	443	6589
8338	7487	913	5789	42	7871	3628	4024	3937	4532	5982	9515	4806	8494	4408	4721	7261	1651	339	646
1311	1104	1349	2317	1326	2348	4418	8127	6251	8335	9553	1884	134	7315	5302	4809	6333	5934	6694	9616
6663	8695	619	9717	1437	4857	8053	999	2862	2742	1288	1220	5744	1157	8238	8359	5136	6636	1194	5759
3798	5993	3559	5232	5141	4734	4869	5348	5955	5817	4927	3890	8712	8776	7041	1351	9426	8949	3632	2559
4158	4933	4879	3393	2455	7072	8655	5351	5941	3191	8020	4693	2532	7553	2740	9170	6585	4109	4597	9796
4623	4150	5327	8037	6529	1984	8290	576	8420	944	2329	4085	5549	5902	3675	1273	1209	6501	9687	6821
5211	9523	5068	4624	1827	2960	8232	6397	9016	4782	5194	5208	6418	9209	7599	8578	8402	7073	2138	5191
717	2047	7063	1298	9907	2479	460	8989	7973	615	7430	3889	2559	6634	9911	2588	6500	8516	9819	2977
1054	7177	945	6752	7787	169	1228	6493	6982	835	2000	7752	8482	7437	5652	6145	100	5626	7856	5563
3910	3937	7595	7986	9975	1019	8896	2896	8469	4151	5173	4626	3854	7192	2176	9356	8685	1028	9088	9478
4220	6234	210	3211	5980	2646	8058	5655	2487	7568	4384	3648	2564	9752	8587	3652	8247	6879	5898	9048
4595	3304	161	1009	5169	4700	8591	9846	269	1161	7945	5961	6615	5101	5796	6420	1637	9366	4129	191
4196	9457	7378	2415	2247	3495	7958	967	8346	36	5832	4688	6636	2821	48	3559	4912	582	4711	5537
747	1001	4381	4500	6959	9736	2353	6216	9494	356	8964	7238	3343	5122	8659	222	2780	6066	7640	2588
1617	5554	7028	4305	2746	8674	1019	8941	6980	6783	2895	8448	8259	3764	1495	3958	9579	6213	597	5079
726	2317	7694	8518	956	1689	6008	9177	7486	3548	820	3687	404	1180	254	175	6377	5333	9342	6391
182	7374	601	6110	6001	4562	8989	1176	7688	4977	6485	7213	9235	6267	5397	9221	5705	5614	8245	7833
7340	2756	7005	4097	871	132	543	3680	2560	7493	266	2107	5494	9962	8482	2331	2790	3740	9206	223
7650	3528	7954	3157	3169	657	4135	2332	7694	7577	2769	3059	2308	2748	6678	3799	7206	7974	5556	5476
9741	738	5797	8112	2135	5654	4987	99	3044	1578	4952	5249	3527	2653	1349	2527	4006	3587	6121	4850
6018	6691	1851	3647	8147	1105	9266	157	5819	254	3694	3641	7645	6026	5312	2651	497	5242	1359	4715
1672	6736	3283	6708	2380	3960	7653	9590	6391	4242	2211	3969	6124	2868	1762	9953	3802	9521	6561	1566
3370	7786	9013	6143	4482	130	1114	7961	2795	281	1369	8737	4713	7795	4695	796	1289	9146	4099	3674
4594	8992	9085	4489	6998	9243	4186	592	8877	9803	1508	737	9940	7513	9713	1844	3946	6434	2070	2912
1286	6765	1325	2285	326	5203	4295	7194	6458	6353	8039	3837	4345	365	7614	7306	2848	4329	7022	6044
5051	9968	9317	9239	8477	4562	3456	1194	7436	6161	2269	7172	61	7272	5308	157	4589	5468	3625	4826
1826	1113	3889	9730	6834	6784	4267	3473	1270	6396	4933	6999	8189	8638	262	5401	1543	2195	2009	107
9203	2587	8287	8901	6314	5868	4627	5154	7600	8398	2224	1196	9590	46	1511	4841	1725	6282	7488	1494
8213	6373	3747	8353	8860	9831	3438	9200	8352	2736	3544	8142	8536	7824	8811	7934	2093	8529	8870	9862
4840	7423	721	2952	9879	8249	7733	7561	9161	4402	5033	1889	8921	3549	8876	8802	4412	9040	3437	2366
4597	9689	4093	7185	3249	5671	144	7018	1148	4223	5269	182	648	3436	9867	5023	3937	9924	8729	2417
3071	741	1202	3408	6990	5363	6184	9197	7554	3415	4346	7343	6462	5756	6277	3985	7641	7925	1232	3808
3769	5100	9044	2312	4754	2125	5181	3192	245	8327	5724	1827	2497	1946	7909	7320	2068	4986	1101	2465
9951	1128	2587	4501	7319	7416	5316	5591	832	8004	9273	5013	1912	4246	3401	4356	1904	8899	1916	3752
892	8667	923	9523	667	2099	8440	5943	7184	5480	5025	4989	1228	8785	6353	8877	209	3171	9492	8571
6109	4635	32	5367	8082	2338	8313	3967	3321	8117	2478	5119	1847	5255	7569	3559	4720	6045	9973	9146
8333	5619	6735	1533	8503	1655	1503	7659	2731	6248	866	4666	5726	9934	5528	2578	8032	3665	7835	3167
9686	5115	816	1854	4831	9510	6685	2677	2771	7708	4932	455	9351	1362	363	7944	4094	9853	13	3069
3663	5494	7195	8811	2102	6209	6483	4076	8249	2619	9292	1044	6880	8059	8593	8729	2373	2468	3977	671
1037	7502	5447	5209	1793	5635	7133	1144	3567	4814	2553	6096	8222	4340	2932	4994	7402	3770	9070	4760
4944	3164	6455	2998	9968	4576	2226	2027	942	6089	1417	5797	4349	3202	7397	5742	3436	9850	3799	9905
8206	4516	7164	1830	3455	1519	57	4486	3087	9813	5178	709	3879	2024	7149	9495	8867	4196	5246	7841
8441	7367	9740	9435	9381	7	1214	1906	5134	1154	1799	809	7903	2358	8212	8866	9920	2606	216	2468
1477	8637	2634	3578	5069	8441	8774	9572	4992	7813	9504	5002	961	5482	2408	2546	5052	5771	2847	5003
4956	7963	4483	2652	3063	8214	3534	6189	50	5920	2503	1028	1677	850	6572	8933	3524	4054	9626	8008
2186	2852	1927	1864	2814	8291	1776	56	5295	4510	5232	176	2773	7403	590	8232	3133	199	3881	7758
9816	767	2907	5970	7481	6986	6735	4198	5216	2664	4091	1412	1853	5268	9646	8659	4752	7382	3155	8487
3330	8184	3698	9964	3423	3429	4881	9608	5957	8881	3489	6999	1531	3175	2011	2340	6593	6676	4955	7276
9777	4414	5583	3777	3282	5535	8830	6201	3361	2221	754	3185	5483	238	6972	2726	1542	3343	5735	4930
7923	8034	8258	8763	6498	3007	9376	8779	7918	7764	3730	8877	4705	6357	5176	7849	8641	8387	511	2335
4315	1415	2290	7629	8384	1963	5809	9289	9396	1178	5385	638	1356	8295	8476	2176	7775	6283	2932	3844
7577	8675	4441	4613	7586	8308	2793	8460	8239	1452	1146	1295	1380	6836	2782	9298	3275	5412	1486	6132
6858	8162	4235	1959	7510	6696	1639	3960	8101	5126	8603	9846	7563	3385	7756	3753	2891	3783	471	2530
8458	521	5490	4650	8888	4298	9273	1956	1129	8097	3019	6908	4020	2992	6270	1795	8939	1448	2850	4832
2981	9066	536	3441	5809	7783	4846	6155	4219	4505	5217	1024	3973	9093	4731	9314	5498	8598	7367	8521
5481	4558	6368	8605	6922	5491	5504	9749	4688	491	2755	2020	3842	6713	2360	2046	3412	9494	5364	5701
9830	9436	2535	9657	3682	1579	175	2425	8193	309	211	7452	7144	4987	5542	5558	12	233	4066	6336
1906	4042	919	2201	1402	9646	3796	2644	8552	8329	3999	2437	5354	4435	8099	6510	2712	4997	2247	344
6312	7724	4441	6032	7210	6888	2357	4712	2706	128	4178	4391	840	4528	6772	2594	1852	4304	4023	6445
1901	6119	7751	4141	5573	5458	6814	4762	3167	3166	6488	2185	1405	4673	6833	3833	5350	5965	396	7186
3171	7299	4045	3790	3742	2960	9126	8126	1774	9453	4574	5524	3063	9334	4229	7193	1478	9255	2058	9531
6148	7705	9754	7412	7218	1214	3724	4133	4998	9175	3261	9455	3479	6039	8660	8356	2313	547	2065	9817
4594	3822	4841	6334	7952	2848	9530	7296	565	4150	6438	492	8594	1036	4969	9052	6559	4192	9730	8269
989	2309	9775	271	9858	8400	3548	1050	7185	7867	7716	6729	9674	9753	4639	3417	2929	1910	6460	9537
3076	789	5474	7189	2420	8210	1916	9863	7647	9855	2667	9239	7557	22	1402	8890	6656	3310	7684	9985
8379	5586	8438	3907	837	2844	1908	7387	4403	3538	4750	4038	7434	1205	1540	3449	2748	4215	75	9742
4175	9864	2523	9804	7787	7131	9828	9718	6898	9894	6701	4692	3466	1237	3976	4785	6519	7796	4748	647
3804	1120	4175	5327	6568	3009	8722	9957	4046	7967	3038	4902	4954	8429	4922	2177	2436	5232	7891	9705
8685	5847	330	3019	7179	9601	1653	4292	1156	7154	1626	2861	1355	7173	8246	442	7026	5173	609	9038
